Key,Title,Side Effects,% of Side Effects, Labels,% of Labels,ParentKey,Url
B02AA293,"Tranexamic acid",86,1.46,23,0.08,nd291,http://sideeffects.embl.de/drugs/5526
nd294,"B02AB - Proteinase inhibitors",108,1.84,2,0.01,nd290,
B02AB295,"BPTI",108,1.84,2,0.01,nd294,http://sideeffects.embl.de/drugs/16130295
nd296,"B02B - VITAMIN K AND OTHER HEMOSTATICS",225,3.83,62,0.2,nd289,
nd297,"B02BA - Vitamin K",22,0.37,23,0.08,nd296,
B02BA298,"Vitamin K",22,0.37,23,0.08,nd297,http://sideeffects.embl.de/drugs/4812
nd299,"B02BC - Local hemostatics",67,1.14,35,0.12,nd296,
B02BC300,"Epinephrine",67,1.14,35,0.12,nd299,http://sideeffects.embl.de/drugs/838
nd301,"B02BX - Other systemic hemostatics",168,2.86,4,0.01,nd296,
B02BX302,"Eltrombopag",44,0.75,1,0.0,nd301,http://sideeffects.embl.de/drugs/9846180
B02BX303,"SU5416",154,2.62,3,0.01,nd301,http://sideeffects.embl.de/drugs/123015
nd304,"B03 - ANTIANEMIC PREPARATIONS",171,2.91,73,0.24,nd257,
nd305,"B03A - IRON PREPARATIONS",97,1.65,4,0.01,nd304,
nd306,"B03AA - Iron bivalent, oral preparations",3,0.05,3,0.01,nd305,
B03AA307,"Ascorbate",3,0.05,3,0.01,nd306,http://sideeffects.embl.de/drugs/11020241
nd308,"B03AB - Iron trivalent, oral preparations",95,1.62,1,0.0,nd305,
B03AB309,"Iron sucrose",95,1.62,1,0.0,nd308,http://sideeffects.embl.de/drugs/6850789
nd310,"B03AC - Iron, parenteral preparations",95,1.62,1,0.0,nd305,
B03AC311,"Iron sucrose",95,1.62,1,0.0,nd310,http://sideeffects.embl.de/drugs/6850789
nd312,"B03B - VITAMIN B12 AND FOLIC ACID",94,1.6,66,0.22,nd304,
nd313,"B03BA - Vitamin B12 (cyanocobalamin and analogues)",80,1.36,19,0.06,nd312,
B03BA314,"Cyanocobalamin",30,0.51,9,0.03,nd313,http://sideeffects.embl.de/drugs/2891
B03BA315,"Hydroxocobalamin",64,1.09,10,0.03,nd313,http://sideeffects.embl.de/drugs/4479097
nd316,"B03BB - Folic acid and derivatives",22,0.37,47,0.16,nd312,
B03BB317,"Folate",22,0.37,47,0.16,nd316,http://sideeffects.embl.de/drugs/3405
nd318,"B03X - OTHER ANTIANEMIC PREPARATIONS",46,0.78,3,0.01,nd304,
nd319,"B03XA - Other antianemic preparations",46,0.78,3,0.01,nd318,
B03XA320,"2-hydroxysuccinaldehyde",46,0.78,3,0.01,nd319,http://sideeffects.embl.de/drugs/4474778
nd321,"B05 - BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",248,4.22,87,0.29,nd257,
nd322,"B05A - BLOOD AND RELATED PRODUCTS",24,0.41,2,0.01,nd321,
nd323,"B05AA - Blood substitutes and plasma protein fractions",24,0.41,2,0.01,nd322,
B05AA324,"Dextran",12,0.2,1,0.0,nd323,http://sideeffects.embl.de/drugs/102399
B05AA325,"Pentastarch",14,0.24,1,0.0,nd323,http://sideeffects.embl.de/drugs/16213095
nd326,"B05B - I.V. SOLUTIONS",119,2.02,16,0.05,nd321,
nd327,"B05BB - Solutions affecting the electrolyte balance",11,0.19,2,0.01,nd326,
B05BB328,"Tris",11,0.19,2,0.01,nd327,http://sideeffects.embl.de/drugs/6503
nd329,"B05BC - Solutions producing osmotic diuresis",115,1.96,14,0.05,nd326,
B05BC330,"Mannitol",115,1.96,14,0.05,nd329,http://sideeffects.embl.de/drugs/453
nd331,"B05C - IRRIGATING SOLUTIONS",207,3.52,72,0.24,nd321,
nd332,"B05CA - Antiinfectives",69,1.17,27,0.09,nd331,
B05CA333,"Chlorhexidine",52,0.88,18,0.06,nd332,http://sideeffects.embl.de/drugs/2713
B05CA334,"Neomycin",21,0.36,9,0.03,nd332,http://sideeffects.embl.de/drugs/4454
nd335,"B05CB - Salt solutions",55,0.94,27,0.09,nd331,
B05CB336,"Glucose",37,0.63,24,0.08,nd335,http://sideeffects.embl.de/drugs/206
B05CB337,"Sodium bicarbonate",22,0.37,3,0.01,nd335,http://sideeffects.embl.de/drugs/10340
nd338,"B05CX - Other irrigating solutions",143,2.43,42,0.14,nd331,
B05CX339,"Glucose",37,0.63,24,0.08,nd338,http://sideeffects.embl.de/drugs/206
B05CX340,"Glycine",36,0.61,4,0.01,nd338,http://sideeffects.embl.de/drugs/750
B05CX341,"Mannitol",115,1.96,14,0.05,nd338,http://sideeffects.embl.de/drugs/453
nd342,"B05X - I.V. SOLUTION ADDITIVES",97,1.65,40,0.13,nd321,
nd343,"B05XA - Electrolyte solutions",73,1.24,35,0.12,nd342,
B05XA344,"Chloride",20,0.34,6,0.02,nd343,http://sideeffects.embl.de/drugs/312
B05XA345,"Glucose",37,0.63,24,0.08,nd343,http://sideeffects.embl.de/drugs/206
B05XA346,"Sodium acetate",30,0.51,1,0.0,nd343,http://sideeffects.embl.de/drugs/517045
B05XA347,"Sodium bicarbonate",22,0.37,3,0.01,nd343,http://sideeffects.embl.de/drugs/10340
B05XA348,"ZnCl2",2,0.03,1,0.0,nd343,http://sideeffects.embl.de/drugs/5727
nd349,"B05XB - Amino acids",27,0.46,3,0.01,nd342,
B05XB350,"Arginine",27,0.46,3,0.01,nd349,http://sideeffects.embl.de/drugs/232
nd351,"B05XX - Other i.v. solution additives",11,0.19,2,0.01,nd342,
B05XX352,"Tris",11,0.19,2,0.01,nd351,http://sideeffects.embl.de/drugs/6503
nd353,"B06 - OTHER HEMATOLOGICAL AGENTS",19,0.32,16,0.05,nd257,
nd354,"B06A - OTHER HEMATOLOGICAL AGENTS",19,0.32,16,0.05,nd353,
nd355,"B06AA - Enzymes",19,0.32,16,0.05,nd354,
B06AA356,"Cytokinin",19,0.32,16,0.05,nd355,http://sideeffects.embl.de/drugs/3830
nd357,"C - CARDIOVASCULAR SYSTEM",1988,33.81,5610,18.54,null,
nd358,"C01 - CARDIAC THERAPY",1025,17.43,992,3.28,nd357,
nd359,"C01A - CARDIAC GLYCOSIDES",54,0.92,75,0.25,nd358,
nd360,"C01AA - Digitalis glycosides",54,0.92,75,0.25,nd359,
C01AA361,"Digoxin",54,0.92,75,0.25,nd360,http://sideeffects.embl.de/drugs/3062
nd362,"C01B - ANTIARRHYTHMICS, CLASS I AND III",639,10.87,322,1.06,nd358,
nd363,"C01BA - Antiarrhythmics, class Ia",252,4.29,42,0.14,nd362,
C01BA364,"Disopyramide",98,1.67,14,0.05,nd363,http://sideeffects.embl.de/drugs/3114
C01BA365,"Procainamide",68,1.16,8,0.03,nd363,http://sideeffects.embl.de/drugs/4913
C01BA366,"Quinidine",171,2.91,20,0.07,nd363,http://sideeffects.embl.de/drugs/1065
nd367,"C01BB - Antiarrhythmics, class Ib",183,3.11,181,0.6,nd362,
C01BB368,"Lidocaine",124,2.11,173,0.57,nd367,http://sideeffects.embl.de/drugs/3676
C01BB369,"Mexiletine",87,1.48,8,0.03,nd367,http://sideeffects.embl.de/drugs/4178
nd370,"C01BC - Antiarrhythmics, class Ic",339,5.77,35,0.12,nd362,
C01BC371,"Flecainide",128,2.18,14,0.05,nd370,http://sideeffects.embl.de/drugs/3355
C01BC372,"Propafenone",291,4.95,21,0.07,nd370,http://sideeffects.embl.de/drugs/4932
nd373,"C01BD - Antiarrhythmics, class III",260,4.42,64,0.21,nd362,
C01BD374,"Amiodarone",215,3.66,56,0.19,nd373,http://sideeffects.embl.de/drugs/2156
C01BD375,"Bretylium",28,0.48,1,0.0,nd373,http://sideeffects.embl.de/drugs/2431
C01BD376,"Dofetilide",50,0.85,1,0.0,nd373,http://sideeffects.embl.de/drugs/71329
C01BD377,"Ibutilide",22,0.37,6,0.02,nd373,http://sideeffects.embl.de/drugs/60752
nd378,"C01C - CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES",191,3.25,134,0.44,nd358,
nd379,"C01CA - Adrenergic and dopaminergic agents",180,3.06,119,0.39,nd378,
C01CA380,"Dobutamine",15,0.26,9,0.03,nd379,http://sideeffects.embl.de/drugs/36811
C01CA381,"Dopamine",21,0.36,10,0.03,nd379,http://sideeffects.embl.de/drugs/681
C01CA382,"Epinephrine",67,1.14,35,0.12,nd379,http://sideeffects.embl.de/drugs/838
C01CA383,"Fenoldopam",40,0.68,3,0.01,nd379,http://sideeffects.embl.de/drugs/3340
C01CA384,"Isoproterenol",27,0.46,7,0.02,nd379,http://sideeffects.embl.de/drugs/3779
C01CA385,"Midodrine",60,1.02,22,0.07,nd379,http://sideeffects.embl.de/drugs/4195
C01CA386,"Norepinephrine",19,0.32,11,0.04,nd379,http://sideeffects.embl.de/drugs/951
C01CA387,"Phenylephrine",63,1.07,22,0.07,nd379,http://sideeffects.embl.de/drugs/4782
nd388,"C01CE - Phosphodiesterase inhibitors",22,0.37,14,0.05,nd378,
C01CE389,"Milrinone",22,0.37,14,0.05,nd388,http://sideeffects.embl.de/drugs/4197
nd390,"C01CX - Other cardiac stimulants",24,0.41,1,0.0,nd378,
C01CX391,"Levosimendan",24,0.41,1,0.0,nd390,http://sideeffects.embl.de/drugs/60867
nd392,"C01D - VASODILATORS USED IN CARDIAC DISEASES",300,5.1,161,0.53,nd358,
nd393,"C01DA - Organic nitrates",265,4.51,157,0.52,nd392,
C01DA394,"Isosorbide dinitrate",18,0.31,30,0.1,nd393,http://sideeffects.embl.de/drugs/3780
C01DA395,"Isosorbide-5-mononitrate",202,3.44,54,0.18,nd393,http://sideeffects.embl.de/drugs/27661
C01DA396,"Nitroglycerin",103,1.75,73,0.24,nd393,http://sideeffects.embl.de/drugs/4510
nd397,"C01DX - Other vasodilators used in cardiac diseases",95,1.62,4,0.01,nd392,
C01DX398,"Nesiritide",30,0.51,2,0.01,nd397,http://sideeffects.embl.de/drugs/22834577
C01DX399,"Nicorandil",77,1.31,2,0.01,nd397,http://sideeffects.embl.de/drugs/47528
nd400,"C01E - OTHER CARDIAC PREPARATIONS",550,9.35,300,0.99,nd358,
nd401,"C01EA - Prostaglandins",162,2.76,12,0.04,nd400,
C01EA402,"PGE1",162,2.76,12,0.04,nd401,http://sideeffects.embl.de/drugs/214
nd403,"C01EB - Other cardiac preparations",460,7.82,288,0.95,nd400,
C01EB404,"Adenosine",94,1.6,34,0.11,nd403,http://sideeffects.embl.de/drugs/191
C01EB405,"Hoe 140",9,0.15,1,0.0,nd403,http://sideeffects.embl.de/drugs/71362
C01EB406,"Ibuprofen",282,4.8,166,0.55,nd403,http://sideeffects.embl.de/drugs/3672
C01EB407,"Indomethacin",171,2.91,70,0.23,nd403,http://sideeffects.embl.de/drugs/3715
C01EB408,"Ivabradine",42,0.71,2,0.01,nd403,http://sideeffects.embl.de/drugs/132999
C01EB409,"Ranolazine",98,1.67,12,0.04,nd403,http://sideeffects.embl.de/drugs/56959
C01EB410,"Regadenoson",107,1.82,3,0.01,nd403,http://sideeffects.embl.de/drugs/219024
nd411,"C02 - ANTIHYPERTENSIVES",773,13.15,338,1.12,nd357,
nd412,"C02A - ANTIADRENERGIC AGENTS, CENTRALLY ACTING",279,4.74,141,0.47,nd411,
nd413,"C02AA - Rauwolfia alkaloids",88,1.5,3,0.01,nd412,
C02AA414,"Rescinnamine",61,1.04,2,0.01,nd413,http://sideeffects.embl.de/drugs/5051
C02AA415,"Reserpine",34,0.58,1,0.0,nd413,http://sideeffects.embl.de/drugs/5052
nd416,"C02AB - Methyldopa",76,1.29,13,0.04,nd412,
C02AB417,"Methyldopa",76,1.29,13,0.04,nd416,http://sideeffects.embl.de/drugs/4138
nd418,"C02AC - Imidazoline receptor agonists",199,3.38,125,0.41,nd412,
C02AC419,"Clonidine",159,2.7,109,0.36,nd418,http://sideeffects.embl.de/drugs/2803
C02AC420,"Guanfacine",92,1.56,15,0.05,nd418,http://sideeffects.embl.de/drugs/3519
C02AC421,"Moxonidine",25,0.43,1,0.0,nd418,http://sideeffects.embl.de/drugs/4810
nd422,"C02B - ANTIADRENERGIC AGENTS, GANGLION-BLOCKING",22,0.37,3,0.01,nd411,
nd423,"C02BB - Secondary and tertiary amines",22,0.37,3,0.01,nd422,
C02BB424,"Mecamylamine",22,0.37,3,0.01,nd423,http://sideeffects.embl.de/drugs/4032
nd425,"C02C - ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",226,3.84,83,0.27,nd411,
nd426,"C02CA - Alpha-adrenoreceptor antagonists",226,3.84,83,0.27,nd425,
C02CA427,"Doxazosin",215,3.66,63,0.21,nd426,http://sideeffects.embl.de/drugs/3157
C02CA428,"Prazosin",55,0.94,20,0.07,nd426,http://sideeffects.embl.de/drugs/4893
nd429,"C02D - ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",158,2.69,89,0.29,nd411,
nd430,"C02DA - Thiazide derivatives",72,1.22,2,0.01,nd429,
C02DA431,"Diazoxide",72,1.22,2,0.01,nd430,http://sideeffects.embl.de/drugs/3019
nd432,"C02DB - Hydrazinophthalazine derivatives",74,1.26,67,0.22,nd429,
C02DB433,"Hydralazine",74,1.26,67,0.22,nd432,http://sideeffects.embl.de/drugs/3637
nd434,"C02DC - Pyrimidine derivatives",37,0.63,18,0.06,nd429,
C02DC435,"Minoxidil",37,0.63,18,0.06,nd434,http://sideeffects.embl.de/drugs/4201
nd436,"C02DD - Nitroferricyanide derivatives",24,0.41,2,0.01,nd429,
C02DD437,"Nitroprusside",24,0.41,2,0.01,nd436,http://sideeffects.embl.de/drugs/11947681
nd438,"C02K - OTHER ANTIHYPERTENSIVES",498,8.47,22,0.07,nd411,
nd439,"C02KB - Tyrosine hydroxylase inhibitors",37,0.63,1,0.0,nd438,
C02KB440,"Alpha-methyl-p-tyrosine",37,0.63,1,0.0,nd439,http://sideeffects.embl.de/drugs/3125
nd441,"C02KX - Antihypertensives for pulmonary arterial hypertension",484,8.23,21,0.07,nd438,
C02KX442,"Ambrisentan",92,1.56,11,0.04,nd441,http://sideeffects.embl.de/drugs/197712
C02KX443,"Bosentan",185,3.15,8,0.03,nd441,http://sideeffects.embl.de/drugs/104865
C02KX444,"Sitaxsentan",380,6.46,2,0.01,nd441,http://sideeffects.embl.de/drugs/216235
nd445,"C03 - DIURETICS",476,8.1,475,1.57,nd357,
nd446,"C03A - LOW-CEILING DIURETICS, THIAZIDES",153,2.6,160,0.53,nd445,
nd447,"C03AA - Thiazides, plain",153,2.6,160,0.53,nd446,
C03AA448,"Bendrofluazide",27,0.46,2,0.01,nd447,http://sideeffects.embl.de/drugs/2315
C03AA449,"Hydrochlorothiazide",139,2.36,144,0.48,nd447,http://sideeffects.embl.de/drugs/3639
C03AA450,"Hydroflumethiazide",33,0.56,1,0.0,nd447,http://sideeffects.embl.de/drugs/3647
C03AA451,"Methyclothiazide",45,0.77,1,0.0,nd447,http://sideeffects.embl.de/drugs/4121
C03AA452,"Polythiazide",34,0.58,1,0.0,nd447,http://sideeffects.embl.de/drugs/4870
C03AA453,"Thiazide",54,0.92,11,0.04,nd447,http://sideeffects.embl.de/drugs/2720
nd454,"C03B - LOW-CEILING DIURETICS, EXCL. THIAZIDES",238,4.05,50,0.17,nd445,
nd455,"C03BA - Sulfonamides, plain",238,4.05,50,0.17,nd454,
C03BA456,"Chlorthalidone",53,0.9,11,0.04,nd455,http://sideeffects.embl.de/drugs/2732
C03BA457,"Indapamide",203,3.45,24,0.08,nd455,http://sideeffects.embl.de/drugs/3702
C03BA458,"Metolazone",86,1.46,15,0.05,nd455,http://sideeffects.embl.de/drugs/4170
nd459,"C03C - HIGH-CEILING DIURETICS",206,3.5,172,0.57,nd445,
nd460,"C03CA - Sulfonamides, plain",192,3.27,165,0.55,nd459,
C03CA461,"Bumetanide",49,0.83,23,0.08,nd460,http://sideeffects.embl.de/drugs/2471
C03CA462,"Furosemide",149,2.53,118,0.39,nd460,http://sideeffects.embl.de/drugs/3440
C03CA463,"Torasemide",46,0.78,24,0.08,nd460,http://sideeffects.embl.de/drugs/41781
nd464,"C03CC - Aryloxyacetic acid derivatives",34,0.58,7,0.02,nd459,
C03CC465,"Ethacrynic acid",34,0.58,7,0.02,nd464,http://sideeffects.embl.de/drugs/3278
nd466,"C03D - POTASSIUM-SPARING AGENTS",191,3.25,88,0.29,nd445,
nd467,"C03DA - Aldosterone antagonists",146,2.48,73,0.24,nd466,
C03DA468,"Eplerenone",112,1.9,15,0.05,nd467,http://sideeffects.embl.de/drugs/150310
C03DA469,"Spironolactone",47,0.8,58,0.19,nd467,http://sideeffects.embl.de/drugs/5267
nd470,"C03DB - Other potassium-sparing agents",86,1.46,15,0.05,nd466,
C03DB471,"Amiloride",73,1.24,13,0.04,nd470,http://sideeffects.embl.de/drugs/16230
C03DB472,"Triamterene",23,0.39,2,0.01,nd470,http://sideeffects.embl.de/drugs/5546
nd473,"C03X - OTHER DIURETICS",98,1.67,5,0.02,nd445,
nd474,"C03XA - Vasopressin antagonists",98,1.67,5,0.02,nd473,
C03XA475,"Conivaptan",57,0.97,3,0.01,nd474,http://sideeffects.embl.de/drugs/151171
C03XA476,"Tolvaptan",65,1.11,2,0.01,nd474,http://sideeffects.embl.de/drugs/216237
nd477,"C04 - PERIPHERAL VASODILATORS",223,3.79,65,0.21,nd357,
nd478,"C04A - PERIPHERAL VASODILATORS",223,3.79,65,0.21,nd477,
nd479,"C04AA - 2-amino-1-phenylethanol derivatives",13,0.22,4,0.01,nd478,
C04AA480,"Isoxsuprine",13,0.22,4,0.01,nd479,http://sideeffects.embl.de/drugs/3783
nd481,"C04AB - Imidazoline derivatives",36,0.61,6,0.02,nd478,
C04AB482,"Phentolamine",36,0.61,6,0.02,nd481,http://sideeffects.embl.de/drugs/5775
nd483,"C04AC - Nicotinic acid and derivatives",152,2.59,23,0.08,nd478,
C04AC484,"Niacin",152,2.59,23,0.08,nd483,http://sideeffects.embl.de/drugs/937
nd485,"C04AD - Purine derivatives",89,1.51,31,0.1,nd478,
C04AD486,"Pentoxifylline",89,1.51,31,0.1,nd485,http://sideeffects.embl.de/drugs/4740
nd487,"C04AX - Other peripheral vasodilators",7,0.12,1,0.0,nd478,
C04AX488,"Phenoxybenzamine",7,0.12,1,0.0,nd487,http://sideeffects.embl.de/drugs/4768
nd489,"C05 - VASOPROTECTIVES",517,8.79,697,2.3,nd357,
nd490,"C05A - AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE",470,7.99,653,2.16,nd489,
nd491,"C05AA - Corticosteroids",338,5.75,364,1.2,nd490,
C05AA492,"Cortisol",197,3.35,113,0.37,nd491,http://sideeffects.embl.de/drugs/3640
C05AA493,"Dexamethasone",215,3.66,124,0.41,nd491,http://sideeffects.embl.de/drugs/3003
C05AA494,"Fluocinolone acetonide",128,2.18,36,0.12,nd491,http://sideeffects.embl.de/drugs/3381
C05AA495,"Fluocinonide",38,0.65,36,0.12,nd491,http://sideeffects.embl.de/drugs/3382
C05AA496,"Fluorometholone",35,0.6,7,0.02,nd491,http://sideeffects.embl.de/drugs/3384
C05AA497,"Prednisolone",109,1.85,48,0.16,nd491,http://sideeffects.embl.de/drugs/4894
nd498,"C05AD - Local anesthetics",149,2.53,186,0.61,nd490,
C05AD499,"Benzocaine",15,0.26,2,0.01,nd498,http://sideeffects.embl.de/drugs/2337
C05AD500,"Lidocaine",124,2.11,173,0.57,nd498,http://sideeffects.embl.de/drugs/3676
C05AD501,"Procaine",43,0.73,2,0.01,nd498,http://sideeffects.embl.de/drugs/4914
C05AD502,"Tetracaine",31,0.53,9,0.03,nd498,http://sideeffects.embl.de/drugs/5411
nd503,"C05AE - Muscle relaxants",104,1.77,103,0.34,nd490,
C05AE504,"Isosorbide dinitrate",18,0.31,30,0.1,nd503,http://sideeffects.embl.de/drugs/3780
C05AE505,"Nitroglycerin",103,1.75,73,0.24,nd503,http://sideeffects.embl.de/drugs/4510
nd506,"C05B - ANTIVARICOSE THERAPY",104,1.77,44,0.15,nd489,
nd507,"C05BA - Heparins or heparinoids for topical use",104,1.77,44,0.15,nd506,
C05BA508,"Heparin",45,0.77,38,0.13,nd507,http://sideeffects.embl.de/drugs/53477714
C05BA509,"Pentosan polysulfate",71,1.21,6,0.02,nd507,http://sideeffects.embl.de/drugs/37720
nd510,"C07 - BETA BLOCKING AGENTS",598,10.17,828,2.74,nd357,
nd511,"C07A - BETA BLOCKING AGENTS",598,10.17,828,2.74,nd510,
nd512,"C07AA - Beta blocking agents, non-selective",289,4.91,228,0.75,nd511,
C07AA513,"Carteolol",37,0.63,3,0.01,nd512,http://sideeffects.embl.de/drugs/2583
C07AA514,"Nadolol",80,1.36,16,0.05,nd512,http://sideeffects.embl.de/drugs/4411
C07AA515,"Oxprenolol",27,0.46,1,0.0,nd512,http://sideeffects.embl.de/drugs/4631
C07AA516,"Penbutolol",33,0.56,1,0.0,nd512,http://sideeffects.embl.de/drugs/4724
C07AA517,"Pindolol",77,1.31,11,0.04,nd512,http://sideeffects.embl.de/drugs/4828
C07AA518,"Propranolol",95,1.62,86,0.28,nd512,http://sideeffects.embl.de/drugs/4946
C07AA519,"Sotalol",112,1.9,45,0.15,nd512,http://sideeffects.embl.de/drugs/5253
C07AA520,"Timolol",161,2.74,65,0.21,nd512,http://sideeffects.embl.de/drugs/5478
nd521,"C07AB - Beta blocking agents, selective",423,7.19,413,1.37,nd511,
C07AB522,"Acebutolol",113,1.92,16,0.05,nd521,http://sideeffects.embl.de/drugs/1978
C07AB523,"Atenolol",109,1.85,117,0.39,nd521,http://sideeffects.embl.de/drugs/2249
C07AB524,"Betaxolol",221,3.76,13,0.04,nd521,http://sideeffects.embl.de/drugs/2369
C07AB525,"Bisoprolol",184,3.13,23,0.08,nd521,http://sideeffects.embl.de/drugs/2405
C07AB526,"Celiprolol",39,0.66,1,0.0,nd521,http://sideeffects.embl.de/drugs/2663
C07AB527,"Esmolol",102,1.73,13,0.04,nd521,http://sideeffects.embl.de/drugs/59768
C07AB528,"Metoprolol",163,2.77,227,0.75,nd521,http://sideeffects.embl.de/drugs/4171
C07AB529,"Nebivolol",45,0.77,3,0.01,nd521,http://sideeffects.embl.de/drugs/71301
nd530,"C07AG - Alpha and beta blocking agents",272,4.63,187,0.62,nd511,
C07AG531,"Carvedilol",215,3.66,140,0.46,nd530,http://sideeffects.embl.de/drugs/2585
C07AG532,"Labetalol",107,1.82,47,0.16,nd530,http://sideeffects.embl.de/drugs/3869
nd533,"C08 - CALCIUM CHANNEL BLOCKERS",519,8.83,562,1.86,nd357,
nd534,"C08C - SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS",415,7.06,285,0.94,nd533,
nd535,"C08CA - Dihydropyridine derivatives",415,7.06,285,0.94,nd534,
C08CA536,"Amlodipine",132,2.24,120,0.4,nd535,http://sideeffects.embl.de/drugs/2162
C08CA537,"Felodipine",94,1.6,36,0.12,nd535,http://sideeffects.embl.de/drugs/3333
C08CA538,"Isradipine",88,1.5,5,0.02,nd535,http://sideeffects.embl.de/drugs/3784
C08CA539,"Lercanidipine",147,2.5,10,0.03,nd535,http://sideeffects.embl.de/drugs/65866
C08CA540,"Nicardipine",89,1.51,22,0.07,nd535,http://sideeffects.embl.de/drugs/4473
C08CA541,"Nifedipine",234,3.98,82,0.27,nd535,http://sideeffects.embl.de/drugs/4485
C08CA542,"Nimodipine",51,0.87,7,0.02,nd535,http://sideeffects.embl.de/drugs/4497
C08CA543,"Nisoldipine",129,2.19,3,0.01,nd535,http://sideeffects.embl.de/drugs/4499
nd544,"C08D - SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS",256,4.35,275,0.91,nd533,
nd545,"C08DA - Phenylalkylamine derivatives",123,2.09,102,0.34,nd544,
C08DA546,"Verapamil",123,2.09,102,0.34,nd545,http://sideeffects.embl.de/drugs/2520
nd547,"C08DB - Benzothiazepine derivatives",201,3.42,173,0.57,nd544,
C08DB548,"Diltiazem",201,3.42,173,0.57,nd547,http://sideeffects.embl.de/drugs/3075
nd549,"C08E - NON-SELECTIVE CALCIUM CHANNEL BLOCKERS",85,1.45,2,0.01,nd533,
nd550,"C08EA - Phenylalkylamine derivatives",62,1.05,1,0.0,nd549,
C08EA551,"Bepridil",62,1.05,1,0.0,nd550,http://sideeffects.embl.de/drugs/2351
nd552,"C08EX - Other non-selective calcium channel blockers",37,0.63,1,0.0,nd549,
C08EX553,"Perhexiline",37,0.63,1,0.0,nd552,http://sideeffects.embl.de/drugs/4746
nd554,"C09 - AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM",654,11.12,741,2.45,nd357,
nd555,"C09A - ACE INHIBITORS, PLAIN",534,9.08,487,1.61,nd554,
nd556,"C09AA - ACE inhibitors, plain",534,9.08,487,1.61,nd555,
C09AA557,"Benazepril",90,1.53,14,0.05,nd556,http://sideeffects.embl.de/drugs/2311
C09AA558,"CAS 76095-16-4",175,2.98,56,0.19,nd556,http://sideeffects.embl.de/drugs/3222
C09AA559,"Captopril",124,2.11,62,0.2,nd556,http://sideeffects.embl.de/drugs/2550
C09AA560,"Cilazapril",132,2.24,21,0.07,nd556,http://sideeffects.embl.de/drugs/2751
C09AA561,"Fosinopril",221,3.76,20,0.07,nd556,http://sideeffects.embl.de/drugs/3419
C09AA562,"Lisinopril",231,3.93,242,0.8,nd556,http://sideeffects.embl.de/drugs/3937
C09AA563,"Perindopril",146,2.48,2,0.01,nd556,http://sideeffects.embl.de/drugs/60184
C09AA564,"Quinapril",81,1.38,15,0.05,nd556,http://sideeffects.embl.de/drugs/5005
C09AA565,"Ramipril",187,3.18,46,0.15,nd556,http://sideeffects.embl.de/drugs/5038
C09AA566,"Trandolapril",180,3.06,9,0.03,nd556,http://sideeffects.embl.de/drugs/5525
nd567,"C09C - ANGIOTENSIN II ANTAGONISTS, PLAIN",379,6.45,242,0.8,nd554,
nd568,"C09CA - Angiotensin II antagonists, plain",379,6.45,242,0.8,nd567,
C09CA569,"Candesartan",71,1.21,11,0.04,nd568,http://sideeffects.embl.de/drugs/2541
C09CA570,"Eprosartan",118,2.01,4,0.01,nd568,http://sideeffects.embl.de/drugs/60878
C09CA571,"Irbesartan",201,3.42,57,0.19,nd568,http://sideeffects.embl.de/drugs/3749
C09CA572,"Losartan",166,2.82,99,0.33,nd568,http://sideeffects.embl.de/drugs/3961
C09CA573,"Olmesartan medoxomil",50,0.85,8,0.03,nd568,http://sideeffects.embl.de/drugs/130881
C09CA574,"Telmisartan",185,3.15,26,0.09,nd568,http://sideeffects.embl.de/drugs/65999
C09CA575,"Valsartan",98,1.67,37,0.12,nd568,http://sideeffects.embl.de/drugs/5650
nd576,"C09X - OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM",84,1.43,12,0.04,nd554,
nd577,"C09XA - Renin-inhibitors",84,1.43,12,0.04,nd576,
C09XA578,"Aliskiren",84,1.43,12,0.04,nd577,http://sideeffects.embl.de/drugs/216209
nd579,"C10 - LIPID MODIFYING AGENTS",516,8.78,1211,4.0,nd357,
nd580,"C10A - LIPID MODIFYING AGENTS, PLAIN",516,8.78,1211,4.0,nd579,
nd581,"C10AA - HMG CoA reductase inhibitors",319,5.43,655,2.17,nd580,
C10AA582,"Atorvastatin",198,3.37,133,0.44,nd581,http://sideeffects.embl.de/drugs/2250
C10AA583,"Cerivastatin",99,1.68,20,0.07,nd581,http://sideeffects.embl.de/drugs/2676
C10AA584,"Fluvastatin",141,2.4,24,0.08,nd581,http://sideeffects.embl.de/drugs/3403
C10AA585,"Lovastatin",99,1.68,123,0.41,nd581,http://sideeffects.embl.de/drugs/3962
C10AA586,"Pitavastatin",41,0.7,2,0.01,nd581,http://sideeffects.embl.de/drugs/132804
